,PropertyID,ListingDate,Address,City,State,ZipCode,PropertyType,Bedrooms,Bathrooms,SquareFeet,LotSize,YearBuilt,Garage,Pool,Fireplace,BasementSqFt,Condition,SchoolRating,CrimeRate,WalkScore,DistanceToCity,NeighborhoodIncome,PropertyTaxRate,HOAFees,DaysOnMarket,PriceReduction,ViewCount,SavedCount,PreviousPrice,SalePrice,CityPriceMean,CityfeetMean,property_type_Mean,condtion_metric,School_types,crime_types,walk_types,disctance_types,tax_types,inc_types,size_types,basement_types,bedroom_types,sales_types
10,397,,elmave,Seattle,OR,30207,Townhouse,4.0,1.0,3210.0,0.32,2020.0,0.0,1.0,0.0,703.4025974025974,1.0,1.0,12.31,28.0,25.3,6.7,1.113,290.0,39.0,,674.0,75.0,528897.0,918837.0,15230.135859425762,1237.039662869664,290.0,,2.16289596891366,7.3183185245067595,10.6,6.8,5.9,6.7,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
11,138,,pinedr,Austin,OR,29365,Singlefamily,3.0,4.0,2115.0,0.62,1980.0,0.0,1.0,1.0,635.0,1.0,7.0,7.768290955661655,29.5,8.6,101509.0,1.461,90.0,11.0,no,503.0,21.0,163541.0,785373.0,464545.17100210034,1269.3727629033933,230.0,,2.293573758413191,7.768290955661655,29.5,3.5,4.4,5.3,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
12,311,2022-08-12,mainave,Seattle,TX,54742,Townhouse,4.0,4.0,2756.0,0.15,1976.0,0.0,1.0,1.0,703.4025974025974,1.0,7.0,3.177773158266117,7.0,9.5,88643.0,1.51,104.0,74.0,yes,162.0,195.0,249784.0,828856.0,15230.135859425762,1237.039662869664,290.0,,1.8788009579531164,3.177773158266117,9.3,4.7,4.3,3.5,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
13,94,2022-06-21,oakblvd,Seattle,OR,23501,Condo,2.0,1.0,1701.0,0.54,1989.0,0.0,1.0,1.0,268.0,4.0,1.326932531599117,18.73,60.0,10.1,85427.0,0.984,69.0,179.0,1,4670.0,163.0,283254.0,570817.0,15230.135859425762,1237.039662869664,250.0,4.0,1.326932531599117,6.426283888093325,16.0,0.7,-0.3,0.6,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
14,78,2023-02-24,oakst,Seattle,OR,34979,Condo,2.0,4.0,3407.0,0.63,,0.0,1.0,1.0,1198.0,1.0,3.0,31.03,13.0,18.3,59699.0,1.092,196.0,156.0,,3309.0,75.0,253185.0,775506.0,15230.135859425762,1237.039662869664,250.0,,2.694115181987046,8.921234545869948,19.3,2.9,3.2,3.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
15,387,,pineblvd,Denver,OR,15987,Condo,2.0,3.0,2163.0,0.08,1950.0,0.0,1.0,1.0,824.0123456790124,1.0,7.0,18.64,57.0,12.0,48195.0,6.5,197.0,110.0,Yes,2758.0,,318061.0,722148.0,114208.78747842216,1447.7221254659405,250.0,,3.3724289466936774,9.739847798300824,18.4,5.6,6.5,7.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
16,91,12/17/2022,mapleblvd,Portland,MA,99536-4115,Condo,3.0,2.0,3127.0,0.26785714285714285,,0.0,1.0,1.0,824.0123456790124,1.0,8.0,15.14,73.0,2.5,24906.0,1.906,143.0,148.0,1,3968.0,8.0,213774.0,753745.0,257995.10677204048,1123.90459416158,250.0,,4.520087774750159,2.608494463568526,21.0,3.7,3.6,2.5,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
17,302,2023-10-26,elmave,Austin,CO,58072,Condo,2.0,1.0,500.0,0.16,1974.0,0.0,1.0,1.0,824.0123456790124,5.0,9.0,31.55,10.6,13.2,112073.0,0.772,263.0,156.0,yes,,170.0,,429417.0,464545.17100210034,1269.3727629033933,250.0,5.0,2.16289596891366,7.3183185245067595,10.6,6.8,5.9,6.7,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
18,174,2023/05/30,oakave,Portland,TX,35150,Townhouse,5.0,1.0,1370.0,0.29559633027522936,,0.0,1.0,1.0,206.0,5.0,1.0,44.7,11.0,18.7,89240.0,1.19,492.0,125.0,yes,2807.0,87.0,522664.0,766716.0,257995.10677204048,1123.90459416158,290.0,5.0,2.2161380050367865,10.001621245599653,11.0,3.8,3.8,3.2,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
19,146,11-05-2022,pinedr,Boston,TX,15910,Townhouse,3.0,2.0,2421.0,0.18,2000.0,0.0,0.0,1.0,703.4025974025974,1.0,8.0,15.24,23.0,8.5,5.3,1.548,290.0,173.0,1,,3.0,,752804.0,378933.39440092526,1317.535819119361,290.0,,2.293573758413191,7.768290955661655,29.5,3.5,4.4,5.3,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
20,368,2022/10/11,elmblvd,Austin,WA,62044,Townhouse,2.0,4.0,2839.0,0.07,1963.0,0.0,1.0,1.0,1039.0,3.0,1.0,34.44,56.0,3.6,3.3,0.947,290.0,7.0,1,1965.0,68.0,437974.0,791477.0,464545.17100210034,1269.3727629033933,290.0,3.0,0.9121270389735967,13.784979965588901,25.0,1.4,2.3,3.3,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
21,10,,oakdr,Denver,Wa,95990,Condo,3.0,2.0,2836.0,0.25,2021.0,0.0,1.0,1.0,1033.0,1.0,3.0,24.46,31.0,22.5,20000.0,1.529,250.0,62.0,Yes,1970.0,81.0,413057.0,751479.0,114208.78747842216,1447.7221254659405,250.0,,2.28677304256107,12.832946753865786,15.0,3.7,4.8,5.6,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
22,73,2022-11-26,mainst,Portland,OR,55134,Condo,4.0,3.0,2269.0,0.26,1967.0,1.0,1.0,0.0,824.0123456790124,4.0,2.2174434837338417,22.66,2.0,9.0,6.2,0.962,19.0,164.0,1,4915.0,169.0,,787416.0,257995.10677204048,1123.90459416158,250.0,4.0,2.2174434837338417,10.417700263424424,22.4,6.6,6.4,6.2,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
23,322,,mainave,Seattle,tx,55323,Singlefamily,1.0,2.0,3198.0,0.3095180722891566,1979.0,1.0,1.0,1.0,834.0,4.0,10.0,37.17,35.0,0.8,99563.0,4.3,356.0,76.0,1,401.0,161.0,,589896.0,15230.135859425762,1237.039662869664,230.0,4.0,1.8788009579531164,3.177773158266117,9.3,4.7,4.3,3.5,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
24,74,2022/04/29,pineblvd,Denver,CO,99881,Singlefamily,2.0,4.0,1945.0,0.3095180722891566,1963.0,1.0,1.0,0.0,704.7962962962963,1.0,6.0,20.21,18.4,12.3,137262.0,1.548,230.0,,Yes,4753.0,38.0,351096.0,687847.0,114208.78747842216,1447.7221254659405,230.0,,3.3724289466936774,9.739847798300824,18.4,5.6,6.5,7.1,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
25,210,2022/04/02,mapledr,Portland,CO,99006,Condo,10.0,4.0,1716.0,0.09,1994.0,1.0,1.0,1.0,824.0123456790124,4.0,5.0,36.91,36.0,22.0,83806.0,0.657,250.0,152.0,no,3575.0,0.0,,994714.0,257995.10677204048,1123.90459416158,250.0,4.0,3.916265886975517,21.210308712091475,22.0,1.7,1.2,1.7,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
26,226,2023-09-05,oakst,Denver,TX,46941-7987,Condo,4.0,2.0,2308.0,0.04,1800.0,0.0,0.0,1.0,669.0,3.0,9.0,8.921234545869948,4.0,19.5,61061.0,1.28,250.0,143.0,0,,2.0,,768863.0,114208.78747842216,1447.7221254659405,250.0,3.0,2.694115181987046,8.921234545869948,19.3,2.9,3.2,3.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
27,83,06/10/2022,pineblvd,Denver,MA,94926,Singlefamily,4.0,2.0,3075.0,0.27,2015.0,1.0,1.0,1.0,397.0,5.0,9.0,16.18,8.0,8.9,7.1,0.967,182.0,168.0,yes,1635.0,115.0,527836.0,675591.0,114208.78747842216,1447.7221254659405,230.0,5.0,3.3724289466936774,9.739847798300824,18.4,5.6,6.5,7.1,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
28,154,2023/02/24,pinest,Denver,MA,31707,Singlefamily,2.0,1.0,4062.0,0.43,,0.0,1.0,1.0,563.0,2.0,10.0,35.88,51.0,14.8,100602.0,1.504,230.0,47.0,,3179.0,29.0,442178.0,917636.0,114208.78747842216,1447.7221254659405,230.0,2.0,1.571361566030542,-10.642801372293434,10.7,4.0,3.4,3.4,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
29,219,01/01/2023,mapleblvd,Portland,MA,42008,Singlefamily,3.0,4.0,1932.0,0.06,2020.0,1.0,0.0,0.0,704.7962962962963,2.0,8.0,2.608494463568526,34.0,12.4,97827.0,1.12,230.0,72.0,no,3184.0,11.0,,546744.0,257995.10677204048,1123.90459416158,230.0,2.0,4.520087774750159,2.608494463568526,21.0,3.7,3.6,2.5,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
30,249,2022/04/25,pinedr,Austin,MA,88820,Townhouse,3.0,2.0,3313.0,0.52,1973.0,1.0,1.0,1.0,366.0,4.0,2.0,21.25,68.0,4.6,5.3,4.4,290.0,79.0,yes,3915.0,,575686.0,973801.0,464545.17100210034,1269.3727629033933,290.0,4.0,2.293573758413191,7.768290955661655,29.5,3.5,4.4,5.3,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
31,31,,mapleave,Denver,TX,71925,Townhouse,3.0,1.0,1627.0,0.29,2004.0,1.0,1.0,1.0,703.4025974025974,2.0,10.0,35.19,76.0,29.1,130302.0,1.745,149.0,158.0,1,751.0,92.0,,660351.0,114208.78747842216,1447.7221254659405,290.0,2.0,1.6913625324509711,13.768454804339608,11.1,1.9,3.3,2.6,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
32,343,09/30/2023,mapleave,Seattle,Wa,80274,Townhouse,5.0,3.0,1237.0,0.16,2017.0,1.0,1.0,1.0,275.0,5.0,1.0,24.31,46.0,3.9,135858.0,1.583,414.0,,No,4710.0,32.0,235539.0,517058.0,15230.135859425762,1237.039662869664,290.0,5.0,1.6913625324509711,13.768454804339608,11.1,1.9,3.3,2.6,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
33,71,,mapleblvd,Boston,OR,41496,Townhouse,4.0,3.0,1231.0,0.23,1974.0,0.0,1.0,1.0,974.0,3.0,3.0,22.77,12.0,6.7,56940.0,1.504,467.0,175.0,0,,190.0,565949.0,646381.0,378933.39440092526,1317.535819119361,290.0,3.0,4.520087774750159,2.608494463568526,21.0,3.7,3.6,2.5,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
34,133,,mapleblvd,Austin,CO,90341,Condo,4.0,3.0,1269.4,0.01,2014.0,1.0,1.0,0.0,900.0,3.0,6.0,150.0,14.0,12.9,86797.0,1.473,253.0,74.0,Yes,,98.0,,353642.0,464545.17100210034,1269.3727629033933,250.0,3.0,4.520087774750159,2.608494463568526,21.0,3.7,3.6,2.5,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
35,34,2023-01-15,oakblvd,Seattle,tx,42717-1424,Townhouse,3.0,4.0,2956.0,0.1,1967.0,1.0,1.0,0.0,179.0,3.0,2.0,44.0,20.0,27.0,105973.0,0.592,260.0,52.0,No,265.0,146.0,327364.0,894752.0,15230.135859425762,1237.039662869664,290.0,3.0,1.326932531599117,6.426283888093325,16.0,0.7,-0.3,0.6,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
36,247,03/27/2023,oakblvd,Seattle,MA,13670,Singlefamily,2.0,4.0,2033.0,0.1,2014.0,1.0,1.0,1.0,1075.0,1.0,1.0,6.426283888093325,26.0,6.1,20000.0,1.493,332.0,128.0,0,4343.0,189.0,,673386.0,15230.135859425762,1237.039662869664,230.0,,1.326932531599117,6.426283888093325,16.0,0.7,-0.3,0.6,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
37,288,2022-04-11,elmst,Seattle,TX,21380,Condo,4.0,4.0,500.0,0.05,2007.0,0.0,1.0,1.0,1215.0,5.0,8.0,46.19,72.0,14.0,109204.0,1.832,250.0,150.0,1,3750.0,41.0,,393792.0,15230.135859425762,1237.039662869664,250.0,5.0,1.29198719845468,4.882110836722324,13.9,3.0,3.0,3.0,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
38,103,28-08-2022,mainst,Austin,OR,29356,Singlefamily,1.0,2.0,1178.0,0.74,2019.0,1.0,1.0,1.0,289.0,5.0,9.0,31.7,89.0,8.3,6.2,1.168,230.0,100.0,0,3000.0,4.0,,339463.0,464545.17100210034,1269.3727629033933,230.0,5.0,2.2174434837338417,10.417700263424424,22.4,6.6,6.4,6.2,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
39,224,2022-07-04,maindr,Boston,co,26567,Townhouse,2.0,2.0,2994.0,0.06,2001.0,0.0,0.0,1.0,703.4025974025974,3.0,10.0,37.61,34.0,14.4,67832.0,1.053,379.0,75.0,0,1552.0,150.0,341236.0,575307.0,378933.39440092526,1317.535819119361,290.0,3.0,3.7223647662845423,11.637843010499049,34.0,4.1,4.8,4.2,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
40,363,2023-02-02,oakdr,Portland,WA,99407,Condo,2.0,4.0,1795.0,0.34,1980.0,0.0,1.0,1.0,734.0,1.0,3.0,33.37,15.0,8.7,75041.0,0.689,478.0,19.0,yes,2625.0,30.0,566941.0,655462.0,257995.10677204048,1123.90459416158,250.0,,2.28677304256107,12.832946753865786,15.0,3.7,4.8,5.6,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
41,16,,oakdr,Seattle,OR,44816,Condo,2.0,3.0,1672.0,0.1,2019.0,0.0,1.0,1.0,660.0,5.0,2.28677304256107,25.06,2.0,8.5,84046.0,1.186,250.0,45.0,0,2328.0,149.0,224698.0,542225.0,15230.135859425762,1237.039662869664,250.0,5.0,2.28677304256107,12.832946753865786,15.0,3.7,4.8,5.6,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
42,117,16-09-2022,maplest,Seattle,CO,29809,Condo,3.0,1.0,2066.0,0.12,2013.0,0.0,0.0,1.0,824.0123456790124,1.0,3.0,27.2,82.0,4.5,89848.0,3.7,250.0,122.0,0,4412.0,174.0,460061.0,641842.0,15230.135859425762,1237.039662869664,250.0,,2.950325347565087,13.407446244760893,20.7,1.5,3.7,5.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
43,1,,oakave,Denver,WA,81482,Townhouse,2.0,1.0,2597.0,0.4,2019.0,1.0,1.0,1.0,13.0,4.0,6.0,22.93,13.0,11.0,3.2,1.312,413.0,118.0,no,,160.0,551577.0,543079.0,114208.78747842216,1447.7221254659405,290.0,4.0,2.2161380050367865,10.001621245599653,11.0,3.8,3.8,3.2,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
44,20,02/26/2023,oakst,Seattle,OR,86435,Condo,3.0,3.0,3035.0,0.24,2004.0,1.0,1.0,1.0,989.0,4.0,10.0,32.9,19.3,2.9,80539.0,3.2,398.0,13.0,0,2394.0,58.0,517273.0,706293.0,15230.135859425762,1237.039662869664,250.0,4.0,2.694115181987046,8.921234545869948,19.3,2.9,3.2,3.1,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
45,266,2022/07/13,pineave,Austin,WA,30273,Townhouse,4.0,4.0,2369.0,0.2,1989.0,0.0,1.0,1.0,703.4025974025974,1.0,2.0,22.55,43.0,4.0,54744.0,1.142,290.0,115.0,0,2821.0,36.0,,691956.0,464545.17100210034,1269.3727629033933,290.0,,2.2638440015278825,15.799577354757632,27.0,2.4,2.7,1.5,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
46,366,2023-03-14,oakdr,Austin,CO,14302,Townhouse,4.0,2.0,4649.0,0.15,1979.0,1.0,0.0,1.0,846.0,2.0,7.0,28.62,60.0,0.8,86589.0,1.118,406.0,37.0,No,4460.0,,663321.0,1223191.0,464545.17100210034,1269.3727629033933,290.0,2.0,2.28677304256107,12.832946753865786,15.0,3.7,4.8,5.6,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
47,127,20-03-2022,oakdr,Denver,OR,92218,Townhouse,3.0,1.0,2357.0,0.48,1992.0,1.0,1.0,1.0,995.0,1.0,8.0,35.64,39.0,1.8,73507.0,1.35,394.0,38.0,no,1367.0,73.0,,642958.0,114208.78747842216,1447.7221254659405,290.0,,2.28677304256107,12.832946753865786,15.0,3.7,4.8,5.6,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
48,273,2022-11-20,mainst,Seattle,WA,,Singlefamily,2.0,2.0,1542.0,0.0,2007.0,0.0,1.0,1.0,704.7962962962963,1.0,3.0,41.82,52.0,5.0,75461.0,1.582,353.0,64.0,0,3694.0,,,448670.0,15230.135859425762,1237.039662869664,230.0,,2.2174434837338417,10.417700263424424,22.4,6.6,6.4,6.2,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
49,375,12/14/2023,elmdr,Austin,CO,23531,Multi-Family,1.0,2.0,2932.0,0.02,1950.0,1.0,1.0,0.0,472.0,1.0,6.0,16.76,28.0,0.5,4.6,4.7,300.0,154.0,0,656.0,96.0,646173.0,730157.0,464545.17100210034,1269.3727629033933,300.0,,2.2708515258960777,10.795418274219614,8.8,3.6,4.7,4.6,0.27875,650.1,1.0,99585.52154337184
50,77,2023-04-16,maindr,Denver,tx,75191,Singlefamily,3.0,1.0,1867.0,0.29,1976.0,1.0,1.0,1.0,456.0,3.0,10.0,39.49,57.0,34.0,60378.0,1.362,230.0,163.0,yes,3112.0,11.0,236291.0,564689.0,114208.78747842216,1447.7221254659405,230.0,3.0,3.7223647662845423,11.637843010499049,34.0,4.1,4.8,4.2,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
51,352,23-03-2023,elmave,Portland,co,18932,Condo,0.0,2.0,1226.0,0.38,1976.0,0.0,1.0,1.0,834.0,3.0,4.0,12.29,12.0,4.8,42311.0,0.886,184.0,72.0,no,1070.0,109.0,344423.0,271454.0,257995.10677204048,1123.90459416158,250.0,3.0,2.16289596891366,7.3183185245067595,10.6,6.8,5.9,6.7,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
52,95,2023-07-07,mapleblvd,Seattle,MA,11383,Townhouse,3.0,4.0,1417.0,0.1,2020.0,0.0,1.0,1.0,703.4025974025974,4.0,7.0,55.08,21.0,15.7,60925.0,1.411,355.0,73.0,1,3432.0,17.0,,692192.0,15230.135859425762,1237.039662869664,290.0,4.0,4.520087774750159,2.608494463568526,21.0,3.7,3.6,2.5,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
53,26,2022-02-23,mainblvd,Denver,Wa,67939,Multi-Family,2.0,4.0,1926.0,0.11,,0.0,1.0,1.0,523.0,3.0,2.6171653713500764,28.21,90.0,0.0,80195.0,1.354,300.0,102.0,Yes,3816.0,80.0,267421.0,601198.0,114208.78747842216,1447.7221254659405,300.0,3.0,2.6171653713500764,9.295398487173363,8.3,2.5,2.4,2.7,0.27875,650.1,1.0,99585.52154337184
54,375,12/14/2023,elmdr,Austin,CO,23531,Multi-Family,1.0,2.0,2932.0,0.02,1950.0,1.0,1.0,0.0,472.0,1.0,6.0,16.76,28.0,0.5,4.6,4.7,300.0,154.0,0,656.0,96.0,646173.0,730157.0,464545.17100210034,1269.3727629033933,300.0,,2.2708515258960777,10.795418274219614,8.8,3.6,4.7,4.6,0.27875,650.1,1.0,99585.52154337184
55,290,14-07-2023,mainave,Seattle,WA,40441,Singlefamily,4.0,2.0,1328.0,0.95,1990.0,1.0,0.0,1.0,704.7962962962963,1.0,4.0,22.66,69.0,2.9,3.5,2.009,74.0,18.0,Yes,2073.0,105.0,401019.0,583996.0,15230.135859425762,1237.039662869664,230.0,,1.8788009579531164,3.177773158266117,9.3,4.7,4.3,3.5,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
56,275,15-04-2023,mainave,Austin,TX,36167-7226,Townhouse,2.0,4.0,2354.0,0.17,1993.0,1.0,0.0,1.0,1001.0,3.0,2.0,21.61,14.0,9.3,3.5,1.993,290.0,46.0,No,1991.0,19.0,,287015.18666441995,464545.17100210034,1269.3727629033933,290.0,3.0,1.8788009579531164,3.177773158266117,9.3,4.7,4.3,3.5,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
57,204,,elmave,Austin,MA,48466,Condo,2.0,2.0,3158.0,0.27,1990.0,0.0,1.0,1.0,658.0,1.0,2.16289596891366,0.0,71.0,6.1,41411.0,1.256,38.0,166.0,,2672.0,12.0,134734.0,2000000.0,464545.17100210034,1269.3727629033933,250.0,,2.16289596891366,7.3183185245067595,10.6,6.8,5.9,6.7,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
58,115,10/16/2022,pinedr,Austin,Wa,67041,Townhouse,2.0,2.0,3035.0,0.29559633027522936,1968.0,1.0,1.0,1.0,278.0,4.0,10.0,0.41,54.0,13.7,82200.0,1.322,290.0,,no,1989.0,68.0,539949.0,788984.0,464545.17100210034,1269.3727629033933,290.0,4.0,2.293573758413191,7.768290955661655,29.5,3.5,4.4,5.3,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
59,51,2023-03-10,pinedr,Seattle,Wa,57124,Condo,3.0,4.0,1592.0,0.26785714285714285,1978.0,0.0,1.0,1.0,452.0,4.0,10.0,27.26,61.0,29.5,85874.0,1.429,250.0,37.0,yes,1744.0,89.0,545578.0,648157.0,15230.135859425762,1237.039662869664,250.0,4.0,2.293573758413191,7.768290955661655,29.5,3.5,4.4,5.3,0.26785714285714285,824.0123456790124,2.0,18551.830073782476
60,43,2022/11/12,mainave,Seattle,TX,18357,Singlefamily,2.0,2.0,400.0,0.3,1998.0,0.0,1.0,1.0,704.7962962962963,3.0,1.8788009579531164,150.0,28.0,4.3,61596.0,1.682,230.0,140.0,no,2077.0,39.0,,264267.0,15230.135859425762,1237.039662869664,230.0,3.0,1.8788009579531164,3.177773158266117,9.3,4.7,4.3,3.5,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
61,393,03/22/2022,pineblvd,Denver,CO,38414,Townhouse,2.0,4.0,500.0,0.08,1966.0,1.0,1.0,1.0,1479.0,5.0,9.0,0.0,18.4,26.6,63831.0,1.53,290.0,67.0,1,4971.0,46.0,522401.0,344215.0,114208.78747842216,1447.7221254659405,290.0,5.0,3.3724289466936774,9.739847798300824,18.4,5.6,6.5,7.1,0.29559633027522936,703.4025974025974,2.0,287015.18666441995
62,80,2022-08-18,oakblvd,Austin,Wa,99803,Singlefamily,1.0,4.0,1353.0,0.72,2019.0,0.0,0.0,0.0,602.0,3.0,3.0,17.31,16.0,4.2,119881.0,1.462,2.0,,yes,2517.0,146.0,391662.0,425347.0,464545.17100210034,1269.3727629033933,230.0,3.0,1.326932531599117,6.426283888093325,16.0,0.7,-0.3,0.6,0.3095180722891566,704.7962962962963,1.0,432576.2760801847
